Ctes,Segmento,Tipo,Mes,Anio,Edad
4,Jubilados No Nomina,Debito,Jan,2017,65 +
2,Jubilados No Nomina,Debito,Jan,2017,65 +
5,Jubilados No Nomina,Debito,Jan,2017,65 +
3,Jubilados No Nomina,Debito,Jan,2017,65 +
3,Jubilados No Nomina,Debito,Jan,2017,65 +
2,Jubilados No Nomina,Debito,Jan,2017,65 +
3,Jubilados No Nomina,Debito,Jan,2017,65 +
2,Jubilados No Nomina,Debito,Jan,2017,65 +
89,Jubilados No Nomina,Debito,Feb,2016,Sin Info
2,Jubilados No Nomina,Debito,Feb,2016,45 a 55
4,Jubilados No Nomina,Debito,Feb,2016,55 a 65
2,Jubilados No Nomina,Debito,Feb,2016,55 a 65
6,Jubilados No Nomina,Debito,Feb,2016,55 a 65
6,Jubilados No Nomina,Debito,Feb,2016,55 a 65
6,Jubilados No Nomina,Debito,Feb,2016,55 a 65
5,Jubilados No Nomina,Debito,Feb,2016,55 a 65
4,Jubilados No Nomina,Debito,Feb,2016,55 a 65
7,Jubilados No Nomina,Debito,Feb,2016,55 a 65
7,Jubilados No Nomina,Debito,Feb,2016,55 a 65
8,Jubilados No Nomina,Debito,Feb,2016,55 a 65
6,Jubilados No Nomina,Debito,Feb,2016,65 +
3,Jubilados No Nomina,Debito,Feb,2016,65 +
7,Jubilados No Nomina,Debito,Feb,2016,65 +
22,Jubilados No Nomina,Debito,Feb,2016,65 +
20,Jubilados No Nomina,Debito,Feb,2016,65 +
18,Jubilados No Nomina,Debito,Feb,2016,65 +
12,Jubilados No Nomina,Debito,Feb,2016,65 +
9,Jubilados No Nomina,Debito,Feb,2016,65 +
16,Jubilados No Nomina,Debito,Feb,2016,65 +
6,Jubilados No Nomina,Debito,Feb,2016,65 +
10,Jubilados No Nomina,Debito,Feb,2016,65 +
10,Jubilados No Nomina,Debito,Feb,2016,65 +
7,Jubilados No Nomina,Debito,Feb,2016,65 +
19,Jubilados No Nomina,Debito,Feb,2016,65 +
50,Jubilados No Nomina,Debito,Feb,2016,65 +
17,Jubilados No Nomina,Debito,Feb,2016,65 +
14,Jubilados No Nomina,Debito,Feb,2016,65 +
8,Jubilados No Nomina,Debito,Feb,2016,65 +
13,Jubilados No Nomina,Debito,Feb,2016,65 +
7,Jubilados No Nomina,Debito,Feb,2016,65 +
12,Jubilados No Nomina,Debito,Feb,2016,65 +
11,Jubilados No Nomina,Debito,Feb,2016,65 +
9,Jubilados No Nomina,Debito,Feb,2016,65 +
7,Jubilados No Nomina,Debito,Feb,2016,65 +
8,Jubilados No Nomina,Debito,Feb,2016,65 +
4,Jubilados No Nomina,Debito,Feb,2016,65 +
2,Jubilados No Nomina,Debito,Feb,2016,65 +
3,Jubilados No Nomina,Debito,Feb,2016,65 +
1,Jubilados No Nomina,Debito,Feb,2016,65 +
1,Jubilados No Nomina,Debito,Feb,2016,65 +
2,Jubilados No Nomina,Debito,Feb,2016,65 +
1,Jubilados No Nomina,Debito,Feb,2016,65 +
15,Jubilados No Nomina,Debito,Feb,2017,Sin Info
2,Jubilados No Nomina,Debito,Feb,2017,45 a 55
2,Jubilados No Nomina,Debito,Feb,2017,45 a 55
2,Jubilados No Nomina,Debito,Feb,2017,45 a 55
1,Jubilados No Nomina,Debito,Feb,2017,45 a 55
3,Jubilados No Nomina,Debito,Feb,2017,55 a 65
3,Jubilados No Nomina,Debito,Feb,2017,55 a 65
3,Jubilados No Nomina,Debito,Feb,2017,55 a 65
3,Jubilados No Nomina,Debito,Feb,2017,55 a 65
4,Jubilados No Nomina,Debito,Feb,2017,55 a 65
7,Jubilados No Nomina,Debito,Feb,2017,55 a 65
12,Jubilados No Nomina,Debito,Feb,2017,55 a 65
4,Jubilados No Nomina,Debito,Feb,2017,55 a 65
9,Jubilados No Nomina,Debito,Feb,2017,55 a 65
6,Jubilados No Nomina,Debito,Feb,2017,55 a 65
5,Jubilados No Nomina,Debito,Feb,2017,65 +
17,Jubilados No Nomina,Debito,Feb,2017,65 +
24,Jubilados No Nomina,Debito,Feb,2017,65 +
23,Jubilados No Nomina,Debito,Feb,2017,65 +
22,Jubilados No Nomina,Debito,Feb,2017,65 +
18,Jubilados No Nomina,Debito,Feb,2017,65 +
21,Jubilados No Nomina,Debito,Feb,2017,65 +
16,Jubilados No Nomina,Debito,Feb,2017,65 +
18,Jubilados No Nomina,Debito,Feb,2017,65 +
10,Jubilados No Nomina,Debito,Feb,2017,65 +
12,Jubilados No Nomina,Debito,Feb,2017,65 +
13,Jubilados No Nomina,Debito,Feb,2017,65 +
6,Jubilados No Nomina,Debito,Feb,2017,65 +
5,Jubilados No Nomina,Debito,Feb,2017,65 +
9,Jubilados No Nomina,Debito,Feb,2017,65 +
7,Jubilados No Nomina,Debito,Feb,2017,65 +
4,Jubilados No Nomina,Debito,Feb,2017,65 +
7,Jubilados No Nomina,Debito,Feb,2017,65 +
6,Jubilados No Nomina,Debito,Feb,2017,65 +
2,Jubilados No Nomina,Debito,Feb,2017,65 +
3,Jubilados No Nomina,Debito,Feb,2017,65 +
2,Jubilados No Nomina,Debito,Feb,2017,65 +
1,Jubilados No Nomina,Debito,Feb,2017,65 +
2,Jubilados No Nomina,Debito,Feb,2017,65 +
1,Jubilados No Nomina,Debito,Feb,2017,65 +
122,Jubilados No Nomina,Debito,Mar,2016,Sin Info
2,Jubilados No Nomina,Debito,Mar,2016,45 a 55
1,Jubilados No Nomina,Debito,Mar,2016,45 a 55
3,Jubilados No Nomina,Debito,Mar,2016,45 a 55
7,Jubilados No Nomina,Debito,Mar,2016,55 a 65
5,Jubilados No Nomina,Debito,Mar,2016,55 a 65
6,Jubilados No Nomina,Debito,Mar,2016,55 a 65
3,Jubilados No Nomina,Debito,Mar,2016,55 a 65
5,Jubilados No Nomina,Debito,Mar,2016,55 a 65
5,Jubilados No Nomina,Debito,Mar,2016,55 a 65
9,Jubilados No Nomina,Debito,Mar,2016,55 a 65
14,Jubilados No Nomina,Debito,Mar,2016,55 a 65
7,Jubilados No Nomina,Debito,Mar,2016,55 a 65
13,Jubilados No Nomina,Debito,Mar,2016,55 a 65
10,Jubilados No Nomina,Debito,Mar,2016,65 +
7,Jubilados No Nomina,Debito,Mar,2016,65 +
10,Jubilados No Nomina,Debito,Mar,2016,65 +
36,Jubilados No Nomina,Debito,Mar,2016,65 +
34,Jubilados No Nomina,Debito,Mar,2016,65 +
21,Jubilados No Nomina,Debito,Mar,2016,65 +
16,Jubilados No Nomina,Debito,Mar,2016,65 +
23,Jubilados No Nomina,Debito,Mar,2016,65 +
13,Jubilados No Nomina,Debito,Mar,2016,65 +
20,Jubilados No Nomina,Debito,Mar,2016,65 +
13,Jubilados No Nomina,Debito,Mar,2016,65 +
15,Jubilados No Nomina,Debito,Mar,2016,65 +
12,Jubilados No Nomina,Debito,Mar,2016,65 +
25,Jubilados No Nomina,Debito,Mar,2016,65 +
53,Jubilados No Nomina,Debito,Mar,2016,65 +
16,Jubilados No Nomina,Debito,Mar,2016,65 +
15,Jubilados No Nomina,Debito,Mar,2016,65 +
16,Jubilados No Nomina,Debito,Mar,2016,65 +
10,Jubilados No Nomina,Debito,Mar,2016,65 +
9,Jubilados No Nomina,Debito,Mar,2016,65 +
6,Jubilados No Nomina,Debito,Mar,2016,65 +
10,Jubilados No Nomina,Debito,Mar,2016,65 +
3,Jubilados No Nomina,Debito,Mar,2016,65 +
4,Jubilados No Nomina,Debito,Mar,2016,65 +
6,Jubilados No Nomina,Debito,Mar,2016,65 +
2,Jubilados No Nomina,Debito,Mar,2016,65 +
3,Jubilados No Nomina,Debito,Mar,2016,65 +
1,Jubilados No Nomina,Debito,Mar,2016,65 +
2,Jubilados No Nomina,Debito,Mar,2016,65 +
2,Jubilados No Nomina,Debito,Mar,2016,65 +
1,Jubilados No Nomina,Debito,Mar,2016,65 +
2,Jubilados No Nomina,Debito,Mar,2016,65 +
18,Jubilados No Nomina,Debito,Mar,2017,Sin Info
1,Jubilados No Nomina,Debito,Mar,2017,45 a 55
2,Jubilados No Nomina,Debito,Mar,2017,45 a 55
3,Jubilados No Nomina,Debito,Mar,2017,45 a 55
3,Jubilados No Nomina,Debito,Mar,2017,55 a 65
5,Jubilados No Nomina,Debito,Mar,2017,55 a 65
6,Jubilados No Nomina,Debito,Mar,2017,55 a 65
11,Jubilados No Nomina,Debito,Mar,2017,55 a 65
6,Jubilados No Nomina,Debito,Mar,2017,55 a 65
8,Jubilados No Nomina,Debito,Mar,2017,55 a 65
8,Jubilados No Nomina,Debito,Mar,2017,55 a 65
5,Jubilados No Nomina,Debito,Mar,2017,55 a 65
6,Jubilados No Nomina,Debito,Mar,2017,55 a 65
5,Jubilados No Nomina,Debito,Mar,2017,55 a 65
7,Jubilados No Nomina,Debito,Mar,2017,65 +
28,Jubilados No Nomina,Debito,Mar,2017,65 +
40,Jubilados No Nomina,Debito,Mar,2017,65 +
25,Jubilados No Nomina,Debito,Mar,2017,65 +
24,Jubilados No Nomina,Debito,Mar,2017,65 +
23,Jubilados No Nomina,Debito,Mar,2017,65 +
28,Jubilados No Nomina,Debito,Mar,2017,65 +
22,Jubilados No Nomina,Debito,Mar,2017,65 +
16,Jubilados No Nomina,Debito,Mar,2017,65 +
10,Jubilados No Nomina,Debito,Mar,2017,65 +
18,Jubilados No Nomina,Debito,Mar,2017,65 +
14,Jubilados No Nomina,Debito,Mar,2017,65 +
15,Jubilados No Nomina,Debito,Mar,2017,65 +
10,Jubilados No Nomina,Debito,Mar,2017,65 +
10,Jubilados No Nomina,Debito,Mar,2017,65 +
6,Jubilados No Nomina,Debito,Mar,2017,65 +
7,Jubilados No Nomina,Debito,Mar,2017,65 +
7,Jubilados No Nomina,Debito,Mar,2017,65 +
2,Jubilados No Nomina,Debito,Mar,2017,65 +
3,Jubilados No Nomina,Debito,Mar,2017,65 +
4,Jubilados No Nomina,Debito,Mar,2017,65 +
1,Jubilados No Nomina,Debito,Mar,2017,65 +
2,Jubilados No Nomina,Debito,Mar,2017,65 +
3,Jubilados No Nomina,Debito,Mar,2017,65 +
1,Jubilados No Nomina,Debito,Mar,2017,65 +
208,Jubilados No Nomina,Debito,Apr,2016,Sin Info
2,Jubilados No Nomina,Debito,Apr,2016,45 a 55
4,Jubilados No Nomina,Debito,Apr,2016,45 a 55
5,Jubilados No Nomina,Debito,Apr,2016,45 a 55
11,Jubilados No Nomina,Debito,Apr,2016,55 a 65
10,Jubilados No Nomina,Debito,Apr,2016,55 a 65
11,Jubilados No Nomina,Debito,Apr,2016,55 a 65
10,Jubilados No Nomina,Debito,Apr,2016,55 a 65
19,Jubilados No Nomina,Debito,Apr,2016,55 a 65
11,Jubilados No Nomina,Debito,Apr,2016,55 a 65
22,Jubilados No Nomina,Debito,Apr,2016,55 a 65
26,Jubilados No Nomina,Debito,Apr,2016,55 a 65
18,Jubilados No Nomina,Debito,Apr,2016,55 a 65
17,Jubilados No Nomina,Debito,Apr,2016,55 a 65
16,Jubilados No Nomina,Debito,Apr,2016,65 +
21,Jubilados No Nomina,Debito,Apr,2016,65 +
57,Jubilados No Nomina,Debito,Apr,2016,65 +
102,Jubilados No Nomina,Debito,Apr,2016,65 +
64,Jubilados No Nomina,Debito,Apr,2016,65 +
52,Jubilados No Nomina,Debito,Apr,2016,65 +
55,Jubilados No Nomina,Debito,Apr,2016,65 +
59,Jubilados No Nomina,Debito,Apr,2016,65 +
54,Jubilados No Nomina,Debito,Apr,2016,65 +
52,Jubilados No Nomina,Debito,Apr,2016,65 +
48,Jubilados No Nomina,Debito,Apr,2016,65 +
37,Jubilados No Nomina,Debito,Apr,2016,65 +
24,Jubilados No Nomina,Debito,Apr,2016,65 +
27,Jubilados No Nomina,Debito,Apr,2016,65 +
34,Jubilados No Nomina,Debito,Apr,2016,65 +
22,Jubilados No Nomina,Debito,Apr,2016,65 +
26,Jubilados No Nomina,Debito,Apr,2016,65 +
13,Jubilados No Nomina,Debito,Apr,2016,65 +
14,Jubilados No Nomina,Debito,Apr,2016,65 +
8,Jubilados No Nomina,Debito,Apr,2016,65 +
11,Jubilados No Nomina,Debito,Apr,2016,65 +
10,Jubilados No Nomina,Debito,Apr,2016,65 +
5,Jubilados No Nomina,Debito,Apr,2016,65 +
7,Jubilados No Nomina,Debito,Apr,2016,65 +
5,Jubilados No Nomina,Debito,Apr,2016,65 +
3,Jubilados No Nomina,Debito,Apr,2016,65 +
3,Jubilados No Nomina,Debito,Apr,2016,65 +
3,Jubilados No Nomina,Debito,Apr,2016,65 +
1,Jubilados No Nomina,Debito,Apr,2016,65 +
1,Jubilados No Nomina,Debito,Apr,2016,65 +
15,Jubilados No Nomina,Debito,Apr,2017,Sin Info
3,Jubilados No Nomina,Debito,Apr,2017,45 a 55
4,Jubilados No Nomina,Debito,Apr,2017,45 a 55
1,Jubilados No Nomina,Debito,Apr,2017,45 a 55
8,Jubilados No Nomina,Debito,Apr,2017,55 a 65
6,Jubilados No Nomina,Debito,Apr,2017,55 a 65
8,Jubilados No Nomina,Debito,Apr,2017,55 a 65
9,Jubilados No Nomina,Debito,Apr,2017,55 a 65
3,Jubilados No Nomina,Debito,Apr,2017,55 a 65
8,Jubilados No Nomina,Debito,Apr,2017,55 a 65
10,Jubilados No Nomina,Debito,Apr,2017,55 a 65
5,Jubilados No Nomina,Debito,Apr,2017,55 a 65
8,Jubilados No Nomina,Debito,Apr,2017,55 a 65
5,Jubilados No Nomina,Debito,Apr,2017,55 a 65
4,Jubilados No Nomina,Debito,Apr,2017,65 +
14,Jubilados No Nomina,Debito,Apr,2017,65 +
22,Jubilados No Nomina,Debito,Apr,2017,65 +
36,Jubilados No Nomina,Debito,Apr,2017,65 +
39,Jubilados No Nomina,Debito,Apr,2017,65 +
18,Jubilados No Nomina,Debito,Apr,2017,65 +
26,Jubilados No Nomina,Debito,Apr,2017,65 +
15,Jubilados No Nomina,Debito,Apr,2017,65 +
12,Jubilados No Nomina,Debito,Apr,2017,65 +
15,Jubilados No Nomina,Debito,Apr,2017,65 +
13,Jubilados No Nomina,Debito,Apr,2017,65 +
13,Jubilados No Nomina,Debito,Apr,2017,65 +
7,Jubilados No Nomina,Debito,Apr,2017,65 +
11,Jubilados No Nomina,Debito,Apr,2017,65 +
5,Jubilados No Nomina,Debito,Apr,2017,65 +
4,Jubilados No Nomina,Debito,Apr,2017,65 +
8,Jubilados No Nomina,Debito,Apr,2017,65 +
5,Jubilados No Nomina,Debito,Apr,2017,65 +
5,Jubilados No Nomina,Debito,Apr,2017,65 +
2,Jubilados No Nomina,Debito,Apr,2017,65 +
4,Jubilados No Nomina,Debito,Apr,2017,65 +
2,Jubilados No Nomina,Debito,Apr,2017,65 +
1,Jubilados No Nomina,Debito,Apr,2017,65 +
1,Jubilados No Nomina,Debito,Apr,2017,65 +
1,Jubilados No Nomina,Debito,Apr,2017,65 +
1,Jubilados No Nomina,Debito,Apr,2017,65 +
174,Jubilados No Nomina,Debito,May,2016,Sin Info
2,Jubilados No Nomina,Debito,May,2016,45 a 55
2,Jubilados No Nomina,Debito,May,2016,45 a 55
9,Jubilados No Nomina,Debito,May,2016,45 a 55
10,Jubilados No Nomina,Debito,May,2016,55 a 65
4,Jubilados No Nomina,Debito,May,2016,55 a 65
5,Jubilados No Nomina,Debito,May,2016,55 a 65
7,Jubilados No Nomina,Debito,May,2016,55 a 65
14,Jubilados No Nomina,Debito,May,2016,55 a 65
13,Jubilados No Nomina,Debito,May,2016,55 a 65
16,Jubilados No Nomina,Debito,May,2016,55 a 65
13,Jubilados No Nomina,Debito,May,2016,55 a 65
23,Jubilados No Nomina,Debito,May,2016,55 a 65
9,Jubilados No Nomina,Debito,May,2016,55 a 65
7,Jubilados No Nomina,Debito,May,2016,65 +
16,Jubilados No Nomina,Debito,May,2016,65 +
45,Jubilados No Nomina,Debito,May,2016,65 +
62,Jubilados No Nomina,Debito,May,2016,65 +
53,Jubilados No Nomina,Debito,May,2016,65 +
49,Jubilados No Nomina,Debito,May,2016,65 +
51,Jubilados No Nomina,Debito,May,2016,65 +
49,Jubilados No Nomina,Debito,May,2016,65 +
45,Jubilados No Nomina,Debito,May,2016,65 +
39,Jubilados No Nomina,Debito,May,2016,65 +
37,Jubilados No Nomina,Debito,May,2016,65 +
20,Jubilados No Nomina,Debito,May,2016,65 +
23,Jubilados No Nomina,Debito,May,2016,65 +
15,Jubilados No Nomina,Debito,May,2016,65 +
24,Jubilados No Nomina,Debito,May,2016,65 +
18,Jubilados No Nomina,Debito,May,2016,65 +
16,Jubilados No Nomina,Debito,May,2016,65 +
13,Jubilados No Nomina,Debito,May,2016,65 +
11,Jubilados No Nomina,Debito,May,2016,65 +
14,Jubilados No Nomina,Debito,May,2016,65 +
6,Jubilados No Nomina,Debito,May,2016,65 +
14,Jubilados No Nomina,Debito,May,2016,65 +
10,Jubilados No Nomina,Debito,May,2016,65 +
3,Jubilados No Nomina,Debito,May,2016,65 +
2,Jubilados No Nomina,Debito,May,2016,65 +
4,Jubilados No Nomina,Debito,May,2016,65 +
4,Jubilados No Nomina,Debito,May,2016,65 +
4,Jubilados No Nomina,Debito,May,2016,65 +
1,Jubilados No Nomina,Debito,May,2016,65 +
17,Jubilados No Nomina,Debito,May,2017,Sin Info
1,Jubilados No Nomina,Debito,May,2017,45 a 55
1,Jubilados No Nomina,Debito,May,2017,45 a 55
2,Jubilados No Nomina,Debito,May,2017,45 a 55
1,Jubilados No Nomina,Debito,May,2017,45 a 55
4,Jubilados No Nomina,Debito,May,2017,55 a 65
4,Jubilados No Nomina,Debito,May,2017,55 a 65
10,Jubilados No Nomina,Debito,May,2017,55 a 65
3,Jubilados No Nomina,Debito,May,2017,55 a 65
6,Jubilados No Nomina,Debito,May,2017,55 a 65
9,Jubilados No Nomina,Debito,May,2017,55 a 65
5,Jubilados No Nomina,Debito,May,2017,55 a 65
3,Jubilados No Nomina,Debito,May,2017,55 a 65
4,Jubilados No Nomina,Debito,May,2017,55 a 65
7,Jubilados No Nomina,Debito,May,2017,55 a 65
6,Jubilados No Nomina,Debito,May,2017,65 +
28,Jubilados No Nomina,Debito,May,2017,65 +
28,Jubilados No Nomina,Debito,May,2017,65 +
31,Jubilados No Nomina,Debito,May,2017,65 +
34,Jubilados No Nomina,Debito,May,2017,65 +
18,Jubilados No Nomina,Debito,May,2017,65 +
19,Jubilados No Nomina,Debito,May,2017,65 +
18,Jubilados No Nomina,Debito,May,2017,65 +
20,Jubilados No Nomina,Debito,May,2017,65 +
22,Jubilados No Nomina,Debito,May,2017,65 +
18,Jubilados No Nomina,Debito,May,2017,65 +
8,Jubilados No Nomina,Debito,May,2017,65 +
8,Jubilados No Nomina,Debito,May,2017,65 +
12,Jubilados No Nomina,Debito,May,2017,65 +
7,Jubilados No Nomina,Debito,May,2017,65 +
4,Jubilados No Nomina,Debito,May,2017,65 +
5,Jubilados No Nomina,Debito,May,2017,65 +
5,Jubilados No Nomina,Debito,May,2017,65 +
4,Jubilados No Nomina,Debito,May,2017,65 +
2,Jubilados No Nomina,Debito,May,2017,65 +
3,Jubilados No Nomina,Debito,May,2017,65 +
1,Jubilados No Nomina,Debito,May,2017,65 +
3,Jubilados No Nomina,Debito,May,2017,65 +
1,Jubilados No Nomina,Debito,May,2017,65 +
1,Jubilados No Nomina,Debito,May,2017,65 +
1,Jubilados No Nomina,Debito,May,2017,65 +
118,Jubilados No Nomina,Debito,Jun,2016,Sin Info
2,Jubilados No Nomina,Debito,Jun,2016,45 a 55
6,Jubilados No Nomina,Debito,Jun,2016,45 a 55
4,Jubilados No Nomina,Debito,Jun,2016,45 a 55
6,Jubilados No Nomina,Debito,Jun,2016,55 a 65
7,Jubilados No Nomina,Debito,Jun,2016,55 a 65
7,Jubilados No Nomina,Debito,Jun,2016,55 a 65
5,Jubilados No Nomina,Debito,Jun,2016,55 a 65
10,Jubilados No Nomina,Debito,Jun,2016,55 a 65
2,Jubilados No Nomina,Debito,Jun,2016,55 a 65
11,Jubilados No Nomina,Debito,Jun,2016,55 a 65
12,Jubilados No Nomina,Debito,Jun,2016,55 a 65
7,Jubilados No Nomina,Debito,Jun,2016,55 a 65
9,Jubilados No Nomina,Debito,Jun,2016,55 a 65
5,Jubilados No Nomina,Debito,Jun,2016,65 +
13,Jubilados No Nomina,Debito,Jun,2016,65 +
39,Jubilados No Nomina,Debito,Jun,2016,65 +
41,Jubilados No Nomina,Debito,Jun,2016,65 +
29,Jubilados No Nomina,Debito,Jun,2016,65 +
20,Jubilados No Nomina,Debito,Jun,2016,65 +
33,Jubilados No Nomina,Debito,Jun,2016,65 +
30,Jubilados No Nomina,Debito,Jun,2016,65 +
29,Jubilados No Nomina,Debito,Jun,2016,65 +
22,Jubilados No Nomina,Debito,Jun,2016,65 +
23,Jubilados No Nomina,Debito,Jun,2016,65 +
21,Jubilados No Nomina,Debito,Jun,2016,65 +
16,Jubilados No Nomina,Debito,Jun,2016,65 +
15,Jubilados No Nomina,Debito,Jun,2016,65 +
14,Jubilados No Nomina,Debito,Jun,2016,65 +
20,Jubilados No Nomina,Debito,Jun,2016,65 +
12,Jubilados No Nomina,Debito,Jun,2016,65 +
8,Jubilados No Nomina,Debito,Jun,2016,65 +
7,Jubilados No Nomina,Debito,Jun,2016,65 +
7,Jubilados No Nomina,Debito,Jun,2016,65 +
5,Jubilados No Nomina,Debito,Jun,2016,65 +
8,Jubilados No Nomina,Debito,Jun,2016,65 +
3,Jubilados No Nomina,Debito,Jun,2016,65 +
2,Jubilados No Nomina,Debito,Jun,2016,65 +
3,Jubilados No Nomina,Debito,Jun,2016,65 +
1,Jubilados No Nomina,Debito,Jun,2016,65 +
3,Jubilados No Nomina,Debito,Jun,2016,65 +
1,Jubilados No Nomina,Debito,Jun,2016,65 +
12,Jubilados No Nomina,Debito,Jun,2017,Sin Info
1,Jubilados No Nomina,Debito,Jun,2017,45 a 55
1,Jubilados No Nomina,Debito,Jun,2017,45 a 55
5,Jubilados No Nomina,Debito,Jun,2017,45 a 55
3,Jubilados No Nomina,Debito,Jun,2017,45 a 55
4,Jubilados No Nomina,Debito,Jun,2017,55 a 65
3,Jubilados No Nomina,Debito,Jun,2017,55 a 65
4,Jubilados No Nomina,Debito,Jun,2017,55 a 65
5,Jubilados No Nomina,Debito,Jun,2017,55 a 65
9,Jubilados No Nomina,Debito,Jun,2017,55 a 65
3,Jubilados No Nomina,Debito,Jun,2017,55 a 65
5,Jubilados No Nomina,Debito,Jun,2017,55 a 65
9,Jubilados No Nomina,Debito,Jun,2017,55 a 65
10,Jubilados No Nomina,Debito,Jun,2017,55 a 65
8,Jubilados No Nomina,Debito,Jun,2017,55 a 65
8,Jubilados No Nomina,Debito,Jun,2017,65 +
20,Jubilados No Nomina,Debito,Jun,2017,65 +
44,Jubilados No Nomina,Debito,Jun,2017,65 +
28,Jubilados No Nomina,Debito,Jun,2017,65 +
17,Jubilados No Nomina,Debito,Jun,2017,65 +
29,Jubilados No Nomina,Debito,Jun,2017,65 +
24,Jubilados No Nomina,Debito,Jun,2017,65 +
25,Jubilados No Nomina,Debito,Jun,2017,65 +
16,Jubilados No Nomina,Debito,Jun,2017,65 +
20,Jubilados No Nomina,Debito,Jun,2017,65 +
13,Jubilados No Nomina,Debito,Jun,2017,65 +
6,Jubilados No Nomina,Debito,Jun,2017,65 +
7,Jubilados No Nomina,Debito,Jun,2017,65 +
13,Jubilados No Nomina,Debito,Jun,2017,65 +
3,Jubilados No Nomina,Debito,Jun,2017,65 +
7,Jubilados No Nomina,Debito,Jun,2017,65 +
4,Jubilados No Nomina,Debito,Jun,2017,65 +
4,Jubilados No Nomina,Debito,Jun,2017,65 +
5,Jubilados No Nomina,Debito,Jun,2017,65 +
3,Jubilados No Nomina,Debito,Jun,2017,65 +
1,Jubilados No Nomina,Debito,Jun,2017,65 +
3,Jubilados No Nomina,Debito,Jun,2017,65 +
1,Jubilados No Nomina,Debito,Jun,2017,65 +
2,Jubilados No Nomina,Debito,Jun,2017,65 +
1,Jubilados No Nomina,Debito,Jun,2017,65 +
77,Jubilados No Nomina,Debito,Jul,2016,Sin Info
1,Jubilados No Nomina,Debito,Jul,2016,45 a 55
2,Jubilados No Nomina,Debito,Jul,2016,45 a 55
2,Jubilados No Nomina,Debito,Jul,2016,45 a 55
7,Jubilados No Nomina,Debito,Jul,2016,55 a 65
3,Jubilados No Nomina,Debito,Jul,2016,55 a 65
9,Jubilados No Nomina,Debito,Jul,2016,55 a 65
4,Jubilados No Nomina,Debito,Jul,2016,55 a 65
7,Jubilados No Nomina,Debito,Jul,2016,55 a 65
6,Jubilados No Nomina,Debito,Jul,2016,55 a 65
7,Jubilados No Nomina,Debito,Jul,2016,55 a 65
12,Jubilados No Nomina,Debito,Jul,2016,55 a 65
13,Jubilados No Nomina,Debito,Jul,2016,55 a 65
8,Jubilados No Nomina,Debito,Jul,2016,55 a 65
8,Jubilados No Nomina,Debito,Jul,2016,65 +
8,Jubilados No Nomina,Debito,Jul,2016,65 +
38,Jubilados No Nomina,Debito,Jul,2016,65 +
34,Jubilados No Nomina,Debito,Jul,2016,65 +
26,Jubilados No Nomina,Debito,Jul,2016,65 +
29,Jubilados No Nomina,Debito,Jul,2016,65 +
22,Jubilados No Nomina,Debito,Jul,2016,65 +
30,Jubilados No Nomina,Debito,Jul,2016,65 +
19,Jubilados No Nomina,Debito,Jul,2016,65 +
18,Jubilados No Nomina,Debito,Jul,2016,65 +
15,Jubilados No Nomina,Debito,Jul,2016,65 +
14,Jubilados No Nomina,Debito,Jul,2016,65 +
9,Jubilados No Nomina,Debito,Jul,2016,65 +
17,Jubilados No Nomina,Debito,Jul,2016,65 +
14,Jubilados No Nomina,Debito,Jul,2016,65 +
9,Jubilados No Nomina,Debito,Jul,2016,65 +
11,Jubilados No Nomina,Debito,Jul,2016,65 +
1,Jubilados No Nomina,Debito,Jul,2016,65 +
6,Jubilados No Nomina,Debito,Jul,2016,65 +
10,Jubilados No Nomina,Debito,Jul,2016,65 +
6,Jubilados No Nomina,Debito,Jul,2016,65 +
1,Jubilados No Nomina,Debito,Jul,2016,65 +
3,Jubilados No Nomina,Debito,Jul,2016,65 +
5,Jubilados No Nomina,Debito,Jul,2016,65 +
2,Jubilados No Nomina,Debito,Jul,2016,65 +
2,Jubilados No Nomina,Debito,Jul,2016,65 +
1,Jubilados No Nomina,Debito,Jul,2016,65 +
1,Jubilados No Nomina,Debito,Jul,2016,65 +
2,Jubilados No Nomina,Debito,Jul,2016,65 +
5,Jubilados No Nomina,Debito,Jul,2017,Sin Info
2,Jubilados No Nomina,Debito,Jul,2017,45 a 55
3,Jubilados No Nomina,Debito,Jul,2017,45 a 55
5,Jubilados No Nomina,Debito,Jul,2017,45 a 55
4,Jubilados No Nomina,Debito,Jul,2017,45 a 55
9,Jubilados No Nomina,Debito,Jul,2017,55 a 65
2,Jubilados No Nomina,Debito,Jul,2017,55 a 65
7,Jubilados No Nomina,Debito,Jul,2017,55 a 65
6,Jubilados No Nomina,Debito,Jul,2017,55 a 65
10,Jubilados No Nomina,Debito,Jul,2017,55 a 65
8,Jubilados No Nomina,Debito,Jul,2017,55 a 65
9,Jubilados No Nomina,Debito,Jul,2017,55 a 65
9,Jubilados No Nomina,Debito,Jul,2017,55 a 65
8,Jubilados No Nomina,Debito,Jul,2017,55 a 65
5,Jubilados No Nomina,Debito,Jul,2017,55 a 65
7,Jubilados No Nomina,Debito,Jul,2017,65 +
34,Jubilados No Nomina,Debito,Jul,2017,65 +
41,Jubilados No Nomina,Debito,Jul,2017,65 +
22,Jubilados No Nomina,Debito,Jul,2017,65 +
25,Jubilados No Nomina,Debito,Jul,2017,65 +
28,Jubilados No Nomina,Debito,Jul,2017,65 +
16,Jubilados No Nomina,Debito,Jul,2017,65 +
